NaN,NaN
150.52,-5.2
150.17,-5.15
150.43,-5.25
150.37,-5.2
150.48,-5.35
150.08,-5.5
150.18,-5.05
150.45,-5.3833
150.22,-5.3
150.37,-5.2833
90.267,-0.5
90.267,-0.4
90.305,-0.75833
90.305,-0.74167
90.278,-0.75667
90.5,-0.55
90.233,-0.45
90.983,-0.98333
90.217,-0.48333
90.217,-0.48333
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
123.08,-4.1667
122.92,-4.5
105.85,-5.9567
110.51,-5.7883
127.5,-5.6167
105.23,-6.7167
105.18,-6.7667
120.86,-6.6295
121.07,-6.6167
121.05,-6.6167
121.05,-6.6167
121.05,-6.6167
121.29,-6.9147
128.22,-3.9667
114.77,-4.25
114.73,-4.1667
130.83,-2.5
135.9,-0.71667
114,-7.5333
114,-7.6667
114,-7.5167
114,-7.5833
115.57,-8.5333
115.02,-8.5833
115.07,-8.6333
115,-8.5333
115.33,-8.6333
114,-7.55
117.65,-8.4833
122.25,-10
119.67,-8.5667
119.67,-8.5333
119.67,-8.5333
122.12,-8.4667
119.58,-8.5833
119.58,-8.5833
122.5,-6.3667
115.82,-7.1
122.63,-10.833
105.43,-10.133
120,-10
122.8,-10.95
123.4,-10.183
134.6,-6.8833
115.62,-8.3
115.67,-8.4667
115.47,-8.6667
115.52,-8.65
115.65,-8.3167
115.52,-8.5667
115.5,-8.5833
115.5,-8.5833
115.53,-8.5833
115.13,-8.35
115.13,-8.7
115.28,-8.7833
115.02,-8.15
115.03,-8.15
115.05,-8.15
115.07,-8.15
115.22,-8.8
114.9,-8.1
114.5,-8.1667
129.92,-7.7167
129.92,-4.5833
129.83,-4.5
129.83,-4.5
129.83,-4.5
129.83,-4.5
98.521,-0.02917
114.02,-7.0167
119.63,-8.5333
119.58,-8.5333
119.6,-8.5333
119.7,-8.5333
119.87,-8.4167
119.6,-8.5333
119.67,-8.5
119.75,-8.5
119.63,-8.5333
119.07,-8.4167
121.67,-8.4833
122.33,-8.6
122.52,-8.5
119.5,-8.5333
121.6,-8.5
121.57,-8.5333
122.4,-8.4833
121.4,-8.4833
121.07,-8.3167
123,-8.3
125,-8.1833
136.2,-1.2667
136.2,-1.2667
132.18,-2.9667
134.63,-2.55
135.17,-3.3667
135.33,-3
135.05,-3.0025
135.09,-3.2883
135.07,-3.2262
131.15,-0.91667
106.87,-6.1167
106.52,-5.95
110.33,-5.8667
110.37,-5.8325
110.35,-5.875
110.51,-5.8237
110.4,-5.875
105.33,-6.75
106.43,-5.581
106.53,-5.6333
106.74,-6.045
106.62,-6
105.33,-6.75
105.33,-6.75
106.48,-5.5167
106.63,-5.8333
106.4,-5.4833
106.45,-5.4667
106.62,-5.8667
106.53,-5.5
106.53,-5.6333
106.53,-5.6333
106.53,-5.6333
106.53,-5.6333
106.53,-5.6333
106.48,-5.5405
106.57,-5.9683
106.83,-5.572
106.49,-5.599
106.52,-5.613
106.47,-5.6575
106.76,-6.0045
106.5,-5.725
106.5,-5.7927
106.43,-5.8378
106.69,-5.9233
106.53,-5.9593
106.61,-5.9683
106.48,-6.0045
106.75,-5.9908
106.86,-5.9683
106.85,-5.9413
106.86,-5.9683
106.87,-6.027
106.76,-6.054
106.75,-6.0315
106.79,-6.009
106.5,-5.5
106.6,-5.8667
106.6,-5.8667
106.58,-5.8833
106.6,-5.8667
106.6,-5.8667
106.63,-5.9
106.63,-5.8333
106.6,-5.9
106.62,-5.9167
106.5,-5.662
106.49,-5.545
106.73,-6.009
106.55,-5.3683
106.57,-5.7667
106.61,-5.75
106.6,-5.7417
106.6,-5.7333
106.6,-5.7333
106.55,-5.8167
106.5,-5.5
106.55,-5.5833
106.58,-5.55
106.59,-5.55
106.57,-5.5667
106.53,-5.6333
106.55,-5.45
106.55,-5.4417
NaN,NaN
106.56,-5.4333
106.55,-5.55
106.52,-5.5367
106.51,-5.5367
