289.68,-37.50
174.20,-35.25
20.00,-33.00
115.52,-32.00
115.52,-32.00
115.52,-32.00
115.52,-32.00
115.75,-31.72
159.13,-31.67
159.05,-31.57
159.07,-31.57
159.08,-31.57
159.08,-31.56
159.07,-31.55
159.08,-31.55
159.10,-31.55
159.07,-31.54
159.08,-31.54
159.11,-31.54
159.06,-31.53
159.06,-31.53
159.07,-31.53
159.05,-31.52
159.05,-31.52
159.06,-31.52
159.06,-31.52
159.08,-31.52
158.98,-31.50
159.07,-31.50
159.12,-31.50
159.10,-31.49
159.08,-31.48
159.00,-31.33
159.07,-31.07
159.07,-31.07
153.17,-30.92
159.48,-30.87
30.92,-30.25
153.22,-30.23
153.20,-30.17
153.50,-30.17
153.23,-30.15
153.50,-30.00
163.00,-30.00
181.95,-30.00
153.50,-29.87
182.08,-29.27
182.13,-29.25
182.13,-29.23
161.00,-29.00
113.96,-28.96
113.90,-28.91
113.89,-28.90
113.86,-28.89
113.97,-28.87
114.03,-28.80
113.80,-28.75
113.81,-28.75
113.78,-28.73
113.78,-28.72
113.83,-28.71
113.87,-28.70
113.83,-28.68
153.83,-28.67
113.88,-28.63
113.73,-28.58
113.83,-28.55
113.88,-28.55
113.68,-28.53
113.70,-28.48
113.77,-28.47
113.81,-28.47
113.71,-28.44
113.60,-28.42
113.53,-28.38
113.59,-28.32
32.70,-28.13
32.70,-28.13
32.70,-27.90
215.67,-27.58
215.67,-27.58
32.69,-27.52
32.69,-27.50
32.73,-27.42
32.73,-27.42
153.27,-27.42
152.82,-27.35
250.67,-27.17
153.23,-27.10
153.42,-27.10
32.93,-26.95
153.78,-26.68
153.83,-26.66
153.92,-26.66
153.33,-26.65
153.50,-26.65
153.16,-26.64
153.68,-26.62
32.93,-26.15
32.88,-26.10
32.95,-26.05
153.27,-25.18
229.90,-25.07
152.75,-25.00
235.22,-24.67
231.53,-24.37
151.97,-24.32
151.95,-24.26
152.75,-24.22
152.67,-24.21
152.75,-24.21
152.67,-24.18
152.72,-24.11
151.47,-24.07
151.51,-24.01
151.72,-24.01
151.73,-24.01
151.76,-24.01
151.78,-24.00
151.68,-23.99
151.48,-23.98
151.63,-23.98
151.65,-23.98
151.66,-23.98
151.77,-23.98
151.63,-23.97
151.48,-23.96
151.49,-23.95
151.67,-23.95
151.47,-23.94
151.50,-23.93
229.24,-23.93
212.20,-23.92
152.41,-23.91
151.41,-23.90
151.38,-23.88
152.38,-23.88
151.35,-23.86
151.39,-23.86
152.37,-23.86
152.37,-23.85
151.34,-23.84
151.28,-23.83
151.38,-23.83
151.39,-23.82
153.65,-23.82
225.67,-23.82
152.29,-23.81
151.26,-23.80
151.37,-23.80
152.30,-23.80
151.32,-23.77
151.32,-23.77
151.33,-23.77
151.33,-23.76
152.27,-23.76
151.30,-23.75
152.18,-23.69
151.28,-23.68
151.62,-23.68
151.08,-23.67
223.00,-23.65
152.16,-23.63
168.97,-23.63
152.13,-23.62
152.05,-23.60
151.68,-23.57
151.27,-23.56
151.63,-23.55
151.73,-23.54
150.92,-23.53
151.28,-23.53
151.72,-23.53
43.72,-23.52
150.93,-23.52
43.71,-23.51
151.78,-23.51
43.73,-23.50
152.07,-23.50
152.07,-23.50
210.62,-23.50
43.72,-23.48
151.17,-23.48
151.88,-23.48
43.72,-23.47
151.02,-23.46
151.06,-23.45
151.10,-23.45
151.95,-23.45
151.95,-23.45
210.62,-23.45
43.71,-23.44
151.06,-23.44
151.07,-23.44
150.93,-23.43
151.03,-23.43
151.05,-23.43
152.03,-23.43
43.67,-23.42
43.67,-23.42
43.68,-23.42
150.86,-23.42
151.17,-23.42
151.18,-23.41
151.15,-23.40
150.82,-23.36
150.94,-23.36
150.93,-23.35
151.07,-23.34
150.93,-23.33
151.07,-23.33
151.97,-23.33
150.85,-23.32
150.87,-23.32
151.75,-23.32
150.93,-23.31
151.92,-23.31
150.83,-23.30
150.83,-23.30
151.74,-23.30
150.83,-23.29
151.08,-23.29
150.82,-23.28
150.89,-23.28
151.94,-23.28
151.82,-23.27
151.77,-23.26
151.78,-23.25
150.88,-23.24
150.83,-23.23
150.82,-23.22
150.97,-23.21
150.99,-23.21
151.88,-23.21
150.78,-23.20
150.80,-23.20
150.92,-23.20
150.98,-23.20
151.07,-23.20
151.10,-23.20
151.73,-23.20
150.93,-23.19
150.97,-23.19
150.79,-23.18
150.80,-23.18
150.98,-23.18
151.00,-23.18
151.91,-23.18
150.92,-23.17
150.98,-23.17
150.98,-23.17
151.08,-23.17
225.73,-23.17
150.96,-23.16
151.08,-23.16
150.90,-23.15
150.98,-23.15
318.17,-23.15
225.08,-23.13
225.10,-23.13
225.97,-23.13
225.97,-23.13
150.80,-23.12
150.92,-23.12
150.99,-23.12
151.85,-23.12
150.90,-23.10
151.67,-23.10
150.88,-23.09
150.90,-23.09
150.89,-23.08
151.60,-23.08
150.90,-23.07
150.95,-23.06
150.88,-23.05
151.84,-23.05
